Date,Station_Name,Product_Category,Shift,Supervisor,Weekday,Product,Quantity,Unit_Price,Revenue,Month_Name,Month_Number,Quarter,,
25/03/2025,Maryland,Lubricant,Night,Mr John,Tuesday,Lubricant,714,"₦2,000","₦1,428,000",March,3,1,,
25/03/2025,Maryland,Lubricant,Night,Mr John,Tuesday,Diesel,13185,₦820,"₦10,811,700",March,3,1,,
25/03/2025,Maryland,Lubricant,Night,Mr John,Tuesday,LPG (kg),2878,₦850,"₦2,446,300",March,3,1,,
26/03/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Wednesday,AGO,6410,₦750,"₦4,807,500",March,3,1,,
26/03/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Wednesday,PMS,22394,₦650,"₦14,556,100",March,3,1,,
26/03/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Wednesday,Lubricant,960,"₦2,000","₦1,920,000",March,3,1,,
26/03/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Wednesday,Diesel,12503,₦820,"₦10,252,460",March,3,1,,
26/03/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Wednesday,LPG (kg),2191,₦850,"₦1,862,350",March,3,1,,
27/03/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Thursday,AGO,5347,₦750,"₦4,010,250",March,3,1,,
27/03/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Thursday,PMS,28564,₦650,"₦18,566,600",March,3,1,,
27/03/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Thursday,Lubricant,1313,"₦2,000","₦2,626,000",March,3,1,,
27/03/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Thursday,Diesel,15007,₦820,"₦12,305,740",March,3,1,,
27/03/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Thursday,LPG (kg),1529,₦850,"₦1,299,650",March,3,1,,
28/03/2025,Maryland,Lubricant,Night,Mr Tunde,Friday,AGO,8467,₦750,"₦6,350,250",March,3,1,,
28/03/2025,Maryland,Lubricant,Night,Mr Tunde,Friday,PMS,16953,₦650,"₦11,019,450",March,3,1,,
28/03/2025,Maryland,Lubricant,Night,Mr Tunde,Friday,Lubricant,979,"₦2,000","₦1,958,000",March,3,1,,
28/03/2025,Maryland,Lubricant,Night,Mr Tunde,Friday,Diesel,18134,₦820,"₦14,869,880",March,3,1,,
28/03/2025,Maryland,Lubricant,Night,Mr Tunde,Friday,LPG (kg),2077,₦850,"₦1,765,450",March,3,1,,
29/03/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Saturday,AGO,13615,₦750,"₦10,211,250",March,3,1,,
29/03/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Saturday,PMS,27772,₦650,"₦18,051,800",March,3,1,,
29/03/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Saturday,Lubricant,1075,"₦2,000","₦2,150,000",March,3,1,,
29/03/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Saturday,Diesel,11371,₦820,"₦9,324,220",March,3,1,,
29/03/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Saturday,LPG (kg),1461,₦850,"₦1,241,850",March,3,1,,
30/03/2025,Iwaya,Automotive Fuel,Night,Mrs Chika,Sunday,AGO,6340,₦750,"₦4,755,000",March,3,1,,
30/03/2025,Iwaya,Automotive Fuel,Night,Mrs Chika,Sunday,PMS,19253,₦650,"₦12,514,450",March,3,1,,
30/03/2025,Iwaya,Automotive Fuel,Night,Mrs Chika,Sunday,Lubricant,1412,"₦2,000","₦2,824,000",March,3,1,,
30/03/2025,Iwaya,Automotive Fuel,Night,Mrs Chika,Sunday,Diesel,16755,₦820,"₦13,739,100",March,3,1,,
30/03/2025,Iwaya,Automotive Fuel,Night,Mrs Chika,Sunday,LPG (kg),1678,₦850,"₦1,426,300",March,3,1,,
31/03/2025,Maryland,Cooking Gas,Night,Mr John,Monday,AGO,7504,₦750,"₦5,628,000",March,3,1,,
31/03/2025,Maryland,Cooking Gas,Night,Mr John,Monday,PMS,23241,₦650,"₦15,106,650",March,3,1,,
31/03/2025,Maryland,Cooking Gas,Night,Mr John,Monday,Lubricant,1448,"₦2,000","₦2,896,000",March,3,1,,
31/03/2025,Maryland,Cooking Gas,Night,Mr John,Monday,Diesel,18393,₦820,"₦15,082,260",March,3,1,,
31/03/2025,Maryland,Cooking Gas,Night,Mr John,Monday,LPG (kg),1476,₦850,"₦1,254,600",March,3,1,,
01/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,AGO,11431,₦750,"₦8,573,250",January,1,1,,
01/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,PMS,16756,₦650,"₦10,891,400",January,1,1,,
01/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,Lubricant,1195,"₦2,000","₦2,390,000",January,1,1,,
01/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,Diesel,17711,₦820,"₦14,523,020",January,1,1,,
01/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,LPG (kg),1297,₦850,"₦1,102,450",January,1,1,,
02/01/2025,Iwaya,Lubricant,Afternoon,Mr John,Thursday,AGO,9696,₦750,"₦7,272,000",January,1,1,,
02/01/2025,Iwaya,Lubricant,Afternoon,Mr John,Thursday,PMS,13145,₦650,"₦8,544,250",January,1,1,,
02/01/2025,Iwaya,Lubricant,Afternoon,Mr John,Thursday,Lubricant,640,"₦2,000","₦1,280,000",January,1,1,,
02/01/2025,Iwaya,Lubricant,Afternoon,Mr John,Thursday,Diesel,13138,₦820,"₦10,773,160",January,1,1,,
02/01/2025,Iwaya,Lubricant,Afternoon,Mr John,Thursday,LPG (kg),2913,₦850,"₦2,476,050",January,1,1,,
03/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Friday,AGO,9939,₦750,"₦7,454,250",January,1,1,,
03/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Friday,PMS,29749,₦650,"₦19,336,850",January,1,1,,
03/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Friday,Lubricant,1395,"₦2,000","₦2,790,000",January,1,1,,
03/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Friday,Diesel,16215,₦820,"₦13,296,300",January,1,1,,
03/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Friday,LPG (kg),1147,₦850,"₦974,950",January,1,1,,
04/01/2025,Idimu,Cooking Gas,Night,Miss Ada,Saturday,AGO,10313,₦750,"₦7,734,750",January,1,1,,
04/01/2025,Idimu,Cooking Gas,Night,Miss Ada,Saturday,PMS,18747,₦650,"₦12,185,550",January,1,1,,
04/01/2025,Idimu,Cooking Gas,Night,Miss Ada,Saturday,Lubricant,574,"₦2,000","₦1,148,000",January,1,1,,
04/01/2025,Idimu,Cooking Gas,Night,Miss Ada,Saturday,Diesel,15295,₦820,"₦12,541,900",January,1,1,,
04/01/2025,Idimu,Cooking Gas,Night,Miss Ada,Saturday,LPG (kg),1761,₦850,"₦1,496,850",January,1,1,,
05/01/2025,Iwaya,Lubricant,Night,Miss Ada,Sunday,AGO,10333,₦750,"₦7,749,750",January,1,1,,
05/01/2025,Iwaya,Lubricant,Night,Miss Ada,Sunday,PMS,21839,₦650,"₦14,195,350",January,1,1,,
05/01/2025,Iwaya,Lubricant,Night,Miss Ada,Sunday,Lubricant,1442,"₦2,000","₦2,884,000",January,1,1,,
05/01/2025,Iwaya,Lubricant,Night,Miss Ada,Sunday,Diesel,16707,₦820,"₦13,699,740",January,1,1,,
05/01/2025,Iwaya,Lubricant,Night,Miss Ada,Sunday,LPG (kg),1898,₦850,"₦1,613,300",January,1,1,,
06/01/2025,Maryland,Lubricant,Afternoon,Mr John,Monday,AGO,7358,₦750,"₦5,518,500",January,1,1,,
06/01/2025,Maryland,Lubricant,Afternoon,Mr John,Monday,PMS,10887,₦650,"₦7,076,550",January,1,1,,
06/01/2025,Maryland,Lubricant,Afternoon,Mr John,Monday,Lubricant,1382,"₦2,000","₦2,764,000",January,1,1,,
06/01/2025,Maryland,Lubricant,Afternoon,Mr John,Monday,Diesel,15473,₦820,"₦12,687,860",January,1,1,,
06/01/2025,Maryland,Lubricant,Afternoon,Mr John,Monday,LPG (kg),1198,₦850,"₦1,018,300",January,1,1,,
07/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Tuesday,AGO,6394,₦750,"₦4,795,500",January,1,1,,
07/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Tuesday,PMS,15526,₦650,"₦10,091,900",January,1,1,,
07/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Tuesday,Lubricant,1153,"₦2,000","₦2,306,000",January,1,1,,
07/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Tuesday,Diesel,19973,₦820,"₦16,377,860",January,1,1,,
07/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Tuesday,LPG (kg),1718,₦850,"₦1,460,300",January,1,1,,
08/01/2025,Iwaya,Cooking Gas,Afternoon,Miss Ada,Wednesday,AGO,5438,₦750,"₦4,078,500",January,1,1,,
08/01/2025,Iwaya,Cooking Gas,Afternoon,Miss Ada,Wednesday,PMS,15395,₦650,"₦10,006,750",January,1,1,,
08/01/2025,Iwaya,Cooking Gas,Afternoon,Miss Ada,Wednesday,Lubricant,1434,"₦2,000","₦2,868,000",January,1,1,,
08/01/2025,Iwaya,Cooking Gas,Afternoon,Miss Ada,Wednesday,Diesel,10896,₦820,"₦8,934,720",January,1,1,,
08/01/2025,Iwaya,Cooking Gas,Afternoon,Miss Ada,Wednesday,LPG (kg),1153,₦850,"₦980,050",January,1,1,,
09/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,AGO,10546,₦750,"₦7,909,500",January,1,1,,
09/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,PMS,10365,₦650,"₦6,737,250",January,1,1,,
09/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,Lubricant,574,"₦2,000","₦1,148,000",January,1,1,,
09/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,Diesel,8917,₦820,"₦7,311,940",January,1,1,,
09/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,LPG (kg),2522,₦850,"₦2,143,700",January,1,1,,
10/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Friday,AGO,6181,₦750,"₦4,635,750",January,1,1,,
10/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Friday,PMS,22766,₦650,"₦14,797,900",January,1,1,,
10/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Friday,Lubricant,1325,"₦2,000","₦2,650,000",January,1,1,,
10/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Friday,Diesel,11738,₦820,"₦9,625,160",January,1,1,,
10/01/2025,Idimu,Automotive Fuel,Night,Miss Ada,Friday,LPG (kg),1893,₦850,"₦1,609,050",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Morning,Mr John,Saturday,AGO,13975,₦750,"₦10,481,250",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Morning,Mr John,Saturday,PMS,14751,₦650,"₦9,588,150",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Morning,Mr John,Saturday,Lubricant,1262,"₦2,000","₦2,524,000",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Morning,Mr John,Saturday,Diesel,18953,₦820,"₦15,541,460",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Morning,Mr John,Saturday,LPG (kg),2880,₦850,"₦2,448,000",January,1,1,,
12/01/2025,Maryland,Automotive Fuel,Night,Miss Ada,Sunday,AGO,9611,₦750,"₦7,208,250",January,1,1,,
12/01/2025,Maryland,Automotive Fuel,Night,Miss Ada,Sunday,PMS,28618,₦650,"₦18,601,700",January,1,1,,
12/01/2025,Maryland,Automotive Fuel,Night,Miss Ada,Sunday,Lubricant,1469,"₦2,000","₦2,938,000",January,1,1,,
12/01/2025,Maryland,Automotive Fuel,Night,Miss Ada,Sunday,Diesel,12093,₦820,"₦9,916,260",January,1,1,,
12/01/2025,Maryland,Automotive Fuel,Night,Miss Ada,Sunday,LPG (kg),2740,₦850,"₦2,329,000",January,1,1,,
13/01/2025,Idimu,Lubricant,Night,Mr John,Monday,AGO,6428,₦750,"₦4,821,000",January,1,1,,
13/01/2025,Idimu,Lubricant,Night,Mr John,Monday,PMS,21662,₦650,"₦14,080,300",January,1,1,,
13/01/2025,Idimu,Lubricant,Night,Mr John,Monday,Lubricant,1045,"₦2,000","₦2,090,000",January,1,1,,
13/01/2025,Idimu,Lubricant,Night,Mr John,Monday,Diesel,15957,₦820,"₦13,084,740",January,1,1,,
13/01/2025,Idimu,Lubricant,Night,Mr John,Monday,LPG (kg),2225,₦850,"₦1,891,250",January,1,1,,
14/01/2025,Iwaya,Automotive Fuel,Afternoon,Miss Ada,Tuesday,AGO,8264,₦750,"₦6,198,000",January,1,1,,
14/01/2025,Iwaya,Automotive Fuel,Afternoon,Miss Ada,Tuesday,PMS,14825,₦650,"₦9,636,250",January,1,1,,
14/01/2025,Iwaya,Automotive Fuel,Afternoon,Miss Ada,Tuesday,Lubricant,1284,"₦2,000","₦2,568,000",January,1,1,,
14/01/2025,Iwaya,Automotive Fuel,Afternoon,Miss Ada,Tuesday,Diesel,10145,₦820,"₦8,318,900",January,1,1,,
14/01/2025,Iwaya,Automotive Fuel,Afternoon,Miss Ada,Tuesday,LPG (kg),2596,₦850,"₦2,206,600",January,1,1,,
15/01/2025,Maryland,Automotive Fuel,Night,Mr Tunde,Wednesday,AGO,5489,₦750,"₦4,116,750",January,1,1,,
15/01/2025,Maryland,Automotive Fuel,Night,Mr Tunde,Wednesday,PMS,11139,₦650,"₦7,240,350",January,1,1,,
15/01/2025,Maryland,Automotive Fuel,Night,Mr Tunde,Wednesday,Lubricant,1364,"₦2,000","₦2,728,000",January,1,1,,
15/01/2025,Maryland,Automotive Fuel,Night,Mr Tunde,Wednesday,Diesel,14772,₦820,"₦12,113,040",January,1,1,,
15/01/2025,Maryland,Automotive Fuel,Night,Mr Tunde,Wednesday,LPG (kg),1285,₦850,"₦1,092,250",January,1,1,,
16/01/2025,Idimu,Lubricant,Morning,Mr John,Thursday,AGO,12941,₦750,"₦9,705,750",January,1,1,,
16/01/2025,Idimu,Lubricant,Morning,Mr John,Thursday,PMS,24818,₦650,"₦16,131,700",January,1,1,,
16/01/2025,Idimu,Lubricant,Morning,Mr John,Thursday,Lubricant,779,"₦2,000","₦1,558,000",January,1,1,,
16/01/2025,Idimu,Lubricant,Morning,Mr John,Thursday,Diesel,9962,₦820,"₦8,168,840",January,1,1,,
16/01/2025,Idimu,Lubricant,Morning,Mr John,Thursday,LPG (kg),1536,₦850,"₦1,305,600",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,AGO,11012,₦750,"₦8,259,000",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,PMS,14675,₦650,"₦9,538,750",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,Lubricant,691,"₦2,000","₦1,382,000",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,Diesel,15550,₦820,"₦12,751,000",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,LPG (kg),2121,₦850,"₦1,802,850",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Afternoon,Miss Ada,Saturday,AGO,13054,₦750,"₦9,790,500",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Afternoon,Miss Ada,Saturday,PMS,24427,₦650,"₦15,877,550",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Afternoon,Miss Ada,Saturday,Lubricant,1223,"₦2,000","₦2,446,000",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Afternoon,Miss Ada,Saturday,Diesel,12970,₦820,"₦10,635,400",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Afternoon,Miss Ada,Saturday,LPG (kg),1998,₦850,"₦1,698,300",January,1,1,,
19/01/2025,Idimu,Lubricant,Morning,Mr Tunde,Sunday,AGO,7944,₦750,"₦5,958,000",January,1,1,,
19/01/2025,Idimu,Lubricant,Morning,Mr Tunde,Sunday,PMS,20412,₦650,"₦13,267,800",January,1,1,,
19/01/2025,Idimu,Lubricant,Morning,Mr Tunde,Sunday,Lubricant,939,"₦2,000","₦1,878,000",January,1,1,,
19/01/2025,Idimu,Lubricant,Morning,Mr Tunde,Sunday,Diesel,10128,₦820,"₦8,304,960",January,1,1,,
19/01/2025,Idimu,Lubricant,Morning,Mr Tunde,Sunday,LPG (kg),2622,₦850,"₦2,228,700",January,1,1,,
20/01/2025,Iwaya,Cooking Gas,Night,Mrs Chika,Monday,AGO,8143,₦750,"₦6,107,250",January,1,1,,
20/01/2025,Iwaya,Cooking Gas,Night,Mrs Chika,Monday,PMS,24868,₦650,"₦16,164,200",January,1,1,,
20/01/2025,Iwaya,Cooking Gas,Night,Mrs Chika,Monday,Lubricant,715,"₦2,000","₦1,430,000",January,1,1,,
20/01/2025,Iwaya,Cooking Gas,Night,Mrs Chika,Monday,Diesel,18020,₦820,"₦14,776,400",January,1,1,,
20/01/2025,Iwaya,Cooking Gas,Night,Mrs Chika,Monday,LPG (kg),1250,₦850,"₦1,062,500",January,1,1,,
21/01/2025,Maryland,Lubricant,Night,Mr Tunde,Tuesday,AGO,5212,₦750,"₦3,909,000",January,1,1,,
21/01/2025,Maryland,Lubricant,Night,Mr Tunde,Tuesday,PMS,15645,₦650,"₦10,169,250",January,1,1,,
21/01/2025,Maryland,Lubricant,Night,Mr Tunde,Tuesday,Lubricant,1472,"₦2,000","₦2,944,000",January,1,1,,
21/01/2025,Maryland,Lubricant,Night,Mr Tunde,Tuesday,Diesel,16115,₦820,"₦13,214,300",January,1,1,,
21/01/2025,Maryland,Lubricant,Night,Mr Tunde,Tuesday,LPG (kg),1555,₦850,"₦1,321,750",January,1,1,,
22/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,AGO,5690,₦750,"₦4,267,500",January,1,1,,
22/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,PMS,22012,₦650,"₦14,307,800",January,1,1,,
22/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,Lubricant,1300,"₦2,000","₦2,600,000",January,1,1,,
22/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,Diesel,9593,₦820,"₦7,866,260",January,1,1,,
22/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Wednesday,LPG (kg),2163,₦850,"₦1,838,550",January,1,1,,
23/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Thursday,AGO,5417,₦750,"₦4,062,750",January,1,1,,
23/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Thursday,PMS,22795,₦650,"₦14,816,750",January,1,1,,
23/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Thursday,Lubricant,1081,"₦2,000","₦2,162,000",January,1,1,,
23/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Thursday,Diesel,16451,₦820,"₦13,489,820",January,1,1,,
23/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Thursday,LPG (kg),1248,₦850,"₦1,060,800",January,1,1,,
24/01/2025,Maryland,Lubricant,Afternoon,Miss Ada,Friday,AGO,14231,₦750,"₦10,673,250",January,1,1,,
24/01/2025,Maryland,Lubricant,Afternoon,Miss Ada,Friday,PMS,24875,₦650,"₦16,168,750",January,1,1,,
24/01/2025,Maryland,Lubricant,Afternoon,Miss Ada,Friday,Lubricant,1322,"₦2,000","₦2,644,000",January,1,1,,
24/01/2025,Maryland,Lubricant,Afternoon,Miss Ada,Friday,Diesel,12019,₦820,"₦9,855,580",January,1,1,,
24/01/2025,Maryland,Lubricant,Afternoon,Miss Ada,Friday,LPG (kg),2294,₦850,"₦1,949,900",January,1,1,,
25/01/2025,Idimu,Lubricant,Night,Mrs Chika,Saturday,AGO,8694,₦750,"₦6,520,500",January,1,1,,
25/01/2025,Idimu,Lubricant,Night,Mrs Chika,Saturday,PMS,10057,₦650,"₦6,537,050",January,1,1,,
25/01/2025,Idimu,Lubricant,Night,Mrs Chika,Saturday,Lubricant,912,"₦2,000","₦1,824,000",January,1,1,,
25/01/2025,Idimu,Lubricant,Night,Mrs Chika,Saturday,Diesel,15171,₦820,"₦12,440,220",January,1,1,,
25/01/2025,Idimu,Lubricant,Night,Mrs Chika,Saturday,LPG (kg),2444,₦850,"₦2,077,400",January,1,1,,
26/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Sunday,AGO,5475,₦750,"₦4,106,250",January,1,1,,
26/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Sunday,PMS,24673,₦650,"₦16,037,450",January,1,1,,
26/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Sunday,Lubricant,1364,"₦2,000","₦2,728,000",January,1,1,,
26/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Sunday,Diesel,9191,₦820,"₦7,536,620",January,1,1,,
26/01/2025,Iwaya,Cooking Gas,Night,Mr Tunde,Sunday,LPG (kg),2442,₦850,"₦2,075,700",January,1,1,,
27/01/2025,Maryland,Automotive Fuel,Morning,Mr John,Monday,AGO,5554,₦750,"₦4,165,500",January,1,1,,
27/01/2025,Maryland,Automotive Fuel,Morning,Mr John,Monday,PMS,23696,₦650,"₦15,402,400",January,1,1,,
27/01/2025,Maryland,Automotive Fuel,Morning,Mr John,Monday,Lubricant,951,"₦2,000","₦1,902,000",January,1,1,,
27/01/2025,Maryland,Automotive Fuel,Morning,Mr John,Monday,Diesel,13480,₦820,"₦11,053,600",January,1,1,,
27/01/2025,Maryland,Automotive Fuel,Morning,Mr John,Monday,LPG (kg),2173,₦850,"₦1,847,050",January,1,1,,
28/01/2025,Idimu,Lubricant,Night,Mr John,Tuesday,AGO,10738,₦750,"₦8,053,500",January,1,1,,
28/01/2025,Idimu,Lubricant,Night,Mr John,Tuesday,PMS,16610,₦650,"₦10,796,500",January,1,1,,
28/01/2025,Idimu,Lubricant,Night,Mr John,Tuesday,Lubricant,716,"₦2,000","₦1,432,000",January,1,1,,
28/01/2025,Idimu,Lubricant,Night,Mr John,Tuesday,Diesel,13265,₦820,"₦10,877,300",January,1,1,,
28/01/2025,Idimu,Lubricant,Night,Mr John,Tuesday,LPG (kg),2716,₦850,"₦2,308,600",January,1,1,,
29/01/2025,Iwaya,Automotive Fuel,Morning,Mr Tunde,Wednesday,AGO,14816,₦750,"₦11,112,000",January,1,1,,
29/01/2025,Iwaya,Automotive Fuel,Morning,Mr Tunde,Wednesday,PMS,11360,₦650,"₦7,384,000",January,1,1,,
29/01/2025,Iwaya,Automotive Fuel,Morning,Mr Tunde,Wednesday,Lubricant,830,"₦2,000","₦1,660,000",January,1,1,,
29/01/2025,Iwaya,Automotive Fuel,Morning,Mr Tunde,Wednesday,Diesel,11463,₦820,"₦9,399,660",January,1,1,,
29/01/2025,Iwaya,Automotive Fuel,Morning,Mr Tunde,Wednesday,LPG (kg),2146,₦850,"₦1,824,100",January,1,1,,
30/01/2025,Maryland,Automotive Fuel,Night,Mrs Chika,Thursday,AGO,6684,₦750,"₦5,013,000",January,1,1,,
30/01/2025,Maryland,Automotive Fuel,Night,Mrs Chika,Thursday,PMS,20056,₦650,"₦13,036,400",January,1,1,,
30/01/2025,Maryland,Automotive Fuel,Night,Mrs Chika,Thursday,Lubricant,834,"₦2,000","₦1,668,000",January,1,1,,
30/01/2025,Maryland,Automotive Fuel,Night,Mrs Chika,Thursday,Diesel,19835,₦820,"₦16,264,700",January,1,1,,
30/01/2025,Maryland,Automotive Fuel,Night,Mrs Chika,Thursday,LPG (kg),2568,₦850,"₦2,182,800",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Morning,Mrs Chika,Friday,AGO,8862,₦750,"₦6,646,500",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Morning,Mrs Chika,Friday,PMS,13341,₦650,"₦8,671,650",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Morning,Mrs Chika,Friday,Lubricant,509,"₦2,000","₦1,018,000",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Morning,Mrs Chika,Friday,Diesel,14133,₦820,"₦11,589,060",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Morning,Mrs Chika,Friday,LPG (kg),1883,₦850,"₦1,600,550",January,1,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,AGO,5694,₦750,"₦4,270,500",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,PMS,16946,₦650,"₦11,014,900",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,Lubricant,1249,"₦2,000","₦2,498,000",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,Diesel,18963,₦820,"₦15,549,660",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,LPG (kg),1941,₦850,"₦1,649,850",February,2,1,,
02/02/2025,Maryland,Lubricant,Afternoon,Mr Tunde,Sunday,AGO,10499,₦750,"₦7,874,250",February,2,1,,
02/02/2025,Maryland,Lubricant,Afternoon,Mr Tunde,Sunday,PMS,14353,₦650,"₦9,329,450",February,2,1,,
02/02/2025,Maryland,Lubricant,Afternoon,Mr Tunde,Sunday,Lubricant,547,"₦2,000","₦1,094,000",February,2,1,,
02/02/2025,Maryland,Lubricant,Afternoon,Mr Tunde,Sunday,Diesel,9864,₦820,"₦8,088,480",February,2,1,,
02/02/2025,Maryland,Lubricant,Afternoon,Mr Tunde,Sunday,LPG (kg),1239,₦850,"₦1,053,150",February,2,1,,
03/02/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Monday,AGO,7253,₦750,"₦5,439,750",February,2,1,,
03/02/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Monday,PMS,13348,₦650,"₦8,676,200",February,2,1,,
03/02/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Monday,Lubricant,546,"₦2,000","₦1,092,000",February,2,1,,
03/02/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Monday,Diesel,19198,₦820,"₦15,742,360",February,2,1,,
03/02/2025,Idimu,Lubricant,Afternoon,Mr Tunde,Monday,LPG (kg),1682,₦850,"₦1,429,700",February,2,1,,
04/02/2025,Iwaya,Automotive Fuel,Night,Miss Ada,Tuesday,AGO,11645,₦750,"₦8,733,750",February,2,1,,
04/02/2025,Iwaya,Automotive Fuel,Night,Miss Ada,Tuesday,PMS,22834,₦650,"₦14,842,100",February,2,1,,
04/02/2025,Iwaya,Automotive Fuel,Night,Miss Ada,Tuesday,Lubricant,1407,"₦2,000","₦2,814,000",February,2,1,,
04/02/2025,Iwaya,Automotive Fuel,Night,Miss Ada,Tuesday,Diesel,13376,₦820,"₦10,968,320",February,2,1,,
04/02/2025,Iwaya,Automotive Fuel,Night,Miss Ada,Tuesday,LPG (kg),1655,₦850,"₦1,406,750",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Miss Ada,Wednesday,AGO,14112,₦750,"₦10,584,000",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Miss Ada,Wednesday,PMS,26821,₦650,"₦17,433,650",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Miss Ada,Wednesday,Lubricant,1118,"₦2,000","₦2,236,000",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Miss Ada,Wednesday,Diesel,14753,₦820,"₦12,097,460",February,2,1,,
